humedad,velocidad_viento_kmh,rumbo_viento_grados,visibilidad_km,presion_mbar,lluvia,descripcion,temperatura
0.83,3.19,295.0,15.83,1014.39,si,Normal,12.16
0.37,10.05,6.0,10.05,1015.19,si,Warm,32.03
0.54,0.68,223.0,7.21,1031.05,si,Warm,21.09
0.39,13.52,3.0,9.98,1024.93,si,Normal,16.08
0.93,2.43,163.0,2.79,1037.43,no,Cold,-4.99
0.92,10.93,234.0,9.98,1010.32,si,Normal,5.07
0.9,19.0,282.0,9.98,1010.67,si,Warm,18.91
0.77,10.43,151.0,8.73,1018.43,si,Normal,7.99
0.91,3.22,170.0,3.88,1025.9,no,Cold,-11.16
0.96,12.88,150.0,3.06,1018.0,si,Normal,7.78
0.29,11.32,229.0,9.98,1011.81,si,Warm,31.06
0.49,8.87,214.0,10.35,1011.2,si,Warm,25.01
0.8,11.48,136.0,9.9,1020.32,si,Cold,2.08
0.83,10.69,149.0,9.76,1019.76,si,Cold,3.75
0.44,24.15,130.0,9.98,1024.5,si,Normal,16.11
0.88,3.22,350.0,9.98,1027.72,si,Normal,5.09
0.93,3.22,260.0,16.1,1014.7,si,Normal,13.89
0.4,10.61,215.0,15.31,1009.2,si,Warm,28.34
0.86,2.79,221.0,15.83,1023.47,si,Normal,7.25
0.85,4.7,170.0,4.43,1032.1,no,Cold,-0.02
0.76,5.2,352.0,10.35,1017.41,si,Warm,21.51
0.29,16.16,289.0,15.55,1014.77,si,Warm,22.34
0.92,9.61,309.0,3.53,1009.56,si,Cold,1.09
0.99,4.93,138.0,0.55,1019.83,si,Normal,7.46
0.85,14.49,0.0,6.12,1017.5,no,Cold,-0.56
0.91,5.12,150.0,4.72,1013.57,no,Cold,-11.81
0.96,2.72,154.0,0.74,1027.86,no,Cold,-7.12
0.86,3.57,261.0,16.1,1018.03,si,Normal,6.63
0.69,13.52,50.0,15.83,1014.18,si,Warm,22.61
0.92,3.03,193.0,4.07,1027.64,no,Cold,-1.22
0.74,24.6,160.0,11.13,1008.47,si,Normal,18.82
0.35,13.17,315.0,10.37,1017.02,si,Warm,27.83
0.33,7.36,328.0,10.35,1015.69,si,Warm,32.22
0.46,12.49,181.0,11.27,1009.95,si,Warm,27.78
0.93,11.27,210.0,2.58,1024.7,si,Normal,6.11
0.79,23.75,252.0,9.98,994.75,si,Normal,6.02
0.7,7.33,280.0,11.4,1008.55,si,Warm,19.34
0.7,2.08,17.0,9.98,1021.08,si,Normal,13.53
0.89,2.79,265.0,10.48,1026.25,si,Normal,7.64
0.76,10.4,287.0,9.98,1019.71,si,Normal,11.23
0.38,2.25,6.0,16.1,1009.27,si,Normal,13.86
0.69,9.53,338.0,15.31,1016.36,si,Normal,18.78
0.59,2.45,210.0,9.98,1013.23,si,Warm,28.68
0.58,9.84,254.0,15.55,1024.57,si,Normal,7.04
0.83,28.43,191.0,11.27,995.3,si,Normal,13.69
0.85,0.0,0.0,5.96,1032.96,no,Cold,-3.92
0.89,6.44,320.0,1.87,1040.87,no,Cold,-4.98
0.84,8.05,200.0,3.06,1041.4,no,Cold,-5.0
0.94,9.64,183.0,10.01,1020.01,si,Cold,0.62
0.93,13.06,33.0,4.28,1007.8,si,Cold,1.14
0.78,14.17,170.0,8.42,1013.73,si,Normal,5.41
0.92,7.99,244.0,3.22,1016.88,si,Normal,9.04
0.86,3.41,158.0,15.83,1013.73,si,Normal,15.14
0.98,5.28,160.0,4.27,1025.74,si,Normal,4.99
0.68,9.23,30.0,16.1,1020.05,si,Normal,11.91
0.35,15.05,224.0,10.35,1013.02,si,Warm,26.01
0.69,9.6,144.0,11.27,1012.47,si,Normal,17.87
0.66,24.01,20.0,9.98,0.0,si,Normal,11.16
0.9,5.47,181.0,14.96,1010.64,si,Normal,17.35
0.36,21.61,201.0,16.1,1009.66,si,Warm,23.93
0.55,2.09,350.0,9.98,1019.99,si,Warm,24.84
0.32,7.73,202.0,10.35,1013.14,si,Warm,32.64
0.94,3.54,82.0,11.61,1011.84,si,Normal,17.73
0.72,3.7,280.0,15.26,1013.98,si,Normal,10.85
0.87,15.99,128.0,8.42,1019.49,si,Normal,10.52
0.93,3.43,299.0,15.83,1021.44,si,Normal,7.29
0.48,8.65,65.0,11.27,0.0,si,Warm,23.89
0.57,4.64,120.0,15.83,1021.42,si,Warm,21.04
0.74,5.72,164.0,14.73,1005.81,si,Normal,6.15
0.83,9.45,139.0,10.26,1022.89,si,Normal,7.82
0.9,3.2,341.0,16.1,1016.12,si,Normal,18.79
0.67,12.69,255.0,11.03,1018.8,si,Normal,18.77
0.35,24.52,306.0,10.37,1005.45,si,Warm,22.74
0.64,3.96,219.0,9.98,1023.6,si,Warm,19.84
0.71,9.97,82.0,14.96,1020.99,si,Normal,18.79
0.53,19.95,292.0,15.31,1009.51,si,Warm,27.61
0.65,14.02,240.0,15.83,1011.79,si,Normal,9.47
0.73,11.4,319.0,11.27,0.0,si,Normal,12.3
0.69,9.34,183.0,4.3,1028.6,si,Normal,6.23
0.54,12.85,180.0,9.98,1013.26,si,Warm,26.13
0.73,15.78,359.0,16.1,1018.71,si,Normal,12.65
0.36,20.7,294.0,15.55,1014.95,si,Warm,28.85
0.95,11.09,270.0,9.98,1012.76,si,Normal,15.13
0.37,18.76,159.0,10.35,1021.49,si,Normal,12.29
0.44,12.53,120.0,16.1,1026.75,si,Normal,12.84
0.96,3.22,110.0,8.05,1019.9,si,Normal,9.44
0.86,16.82,20.0,7.21,1013.36,si,Normal,5.38
0.91,13.57,359.0,5.22,1018.51,si,Cold,0.17
0.81,8.18,309.0,9.98,1022.02,no,Cold,-4.91
0.7,12.83,140.0,10.05,1014.46,si,Normal,8.98
0.92,9.37,312.0,4.81,1019.78,si,Normal,17.32
0.93,15.67,180.0,3.45,1036.08,si,Normal,4.96
0.61,5.88,39.0,15.52,1016.16,si,Warm,20.44
0.69,43.04,141.0,9.98,976.61,si,Normal,7.78
0.52,7.53,206.0,11.21,1017.69,si,Warm,22.27
0.8,36.24,311.0,11.45,1010.24,si,Cold,2.14
0.28,12.94,189.0,16.1,1006.47,si,Warm,35.0
0.83,2.83,47.0,6.52,1007.62,si,Normal,9.08
0.61,14.33,12.0,9.98,1023.09,si,Warm,23.84
0.89,0.0,0.0,4.03,1009.8,si,Normal,8.89
0.86,6.52,319.0,13.38,1017.15,si,Normal,7.63
0.95,7.53,10.0,0.58,1038.05,no,Cold,-1.74
0.35,11.41,310.0,16.1,1016.19,si,Warm,32.25
0.55,20.46,160.0,10.21,1020.71,si,Cold,8.91
0.61,7.81,91.0,16.1,1014.29,si,Warm,24.17
0.93,9.39,113.0,3.51,1035.4,si,Cold,3.84
0.67,3.67,133.0,9.98,1016.96,si,Warm,21.29
0.43,4.88,155.0,10.37,1019.15,si,Warm,20.09
0.89,3.09,216.0,5.97,1018.51,si,Cold,2.05
0.53,13.68,21.0,14.96,1017.02,si,Normal,18.79
0.93,11.08,291.0,9.98,1022.25,si,Normal,11.07
0.32,6.23,64.0,11.45,1007.72,si,Warm,22.66
0.93,1.8,275.0,1.85,1025.7,si,Normal,6.14
0.75,11.4,321.0,16.1,1015.7,si,Normal,16.01
0.88,14.49,20.0,11.27,1018.2,no,Cold,-1.11
0.73,10.84,131.0,9.98,1013.55,si,Warm,22.81
0.72,3.59,100.0,15.83,1015.54,si,Normal,14.86
0.91,12.27,220.0,8.42,1015.9,si,Normal,14.82
0.89,11.27,150.0,9.98,1012.0,si,Cold,2.78
0.86,2.79,200.0,14.09,1027.73,no,Cold,-3.34
0.71,14.49,140.0,9.98,0.0,si,Normal,11.11
0.53,13.7,160.0,14.96,1016.69,si,Normal,13.34
0.93,0.0,0.0,7.08,1014.51,si,Warm,19.42
0.73,16.97,28.0,9.98,1022.41,si,Normal,12.04
0.58,12.53,9.0,9.98,1014.43,si,Warm,24.93
0.85,7.79,79.0,15.6,1007.22,si,Normal,15.34
0.74,20.54,261.0,14.36,1014.21,si,Normal,7.02
0.56,13.31,147.0,11.45,1025.72,si,Normal,16.08
1.0,29.88,350.0,3.88,988.7,si,Cold,1.97
0.4,15.97,310.0,16.1,1024.86,si,Warm,19.88
0.93,11.27,200.0,3.06,1015.6,si,Normal,6.67
0.88,6.28,291.0,4.43,1038.76,no,Cold,-3.84
0.58,4.83,180.0,11.27,1009.5,si,Warm,23.89
0.88,4.78,5.0,5.22,1013.41,no,Cold,-6.11
0.99,10.06,169.0,9.79,1011.21,si,Normal,11.33
0.51,14.14,289.0,16.1,1015.18,si,Normal,14.86
0.85,6.04,188.0,15.83,1010.65,si,Normal,18.79
0.77,11.41,162.0,14.33,1019.33,si,Normal,10.61
0.99,0.89,26.0,3.46,1009.99,si,Normal,12.32
0.43,9.1,36.0,11.21,1016.24,si,Warm,22.18
0.92,11.62,154.0,3.14,1029.51,si,Cold,2.27
0.74,20.43,291.0,9.98,1010.92,si,Cold,1.12
0.79,12.88,190.0,9.98,1012.2,si,Cold,2.22
0.78,6.44,330.0,14.91,1024.17,si,Normal,10.46
0.87,5.28,224.0,14.96,1016.64,si,Normal,14.84
0.82,20.4,200.0,14.91,1017.47,si,Normal,7.96
1.0,4.96,235.0,2.98,1022.81,no,Cold,-1.34
0.96,28.13,339.0,4.44,1005.14,si,Normal,7.69
0.92,10.95,229.0,6.12,1019.78,no,Cold,-1.16
0.51,17.07,309.0,9.98,1016.43,si,Warm,22.71
0.71,15.13,160.0,9.85,1022.97,si,Cold,3.75
0.86,16.79,138.0,9.76,1010.69,si,Normal,6.02
0.72,22.35,300.0,9.98,1019.1,si,Normal,14.96
0.72,9.13,353.0,8.19,1029.89,no,Cold,-2.83
0.92,13.19,71.0,6.54,1009.53,no,Cold,-1.05
0.76,19.13,224.0,15.18,999.63,si,Normal,14.32
0.92,15.89,18.0,4.12,1024.79,si,Cold,2.22
0.55,12.49,214.0,9.98,1009.38,si,Normal,11.32
0.93,10.56,139.0,14.91,1007.57,si,Normal,10.46
0.53,10.67,274.0,11.27,1019.52,si,Cold,1.06
0.67,15.92,345.0,15.31,1018.29,si,Normal,12.91
0.45,8.08,133.0,11.91,1023.07,si,Warm,19.62
0.82,9.1,108.0,9.48,1030.28,no,Cold,-11.1
0.73,9.02,163.0,9.98,1019.62,si,Normal,12.33
0.82,33.81,311.0,9.29,1009.89,si,Cold,2.07
0.64,26.52,181.0,9.98,1002.97,si,Normal,12.72
0.74,9.89,9.0,15.55,1033.21,si,Cold,1.46
0.7,3.69,137.0,9.9,1030.0,no,Cold,-7.82
0.38,11.27,10.0,9.98,1022.4,si,Warm,22.22
0.74,4.77,107.0,9.98,1022.49,si,Normal,12.22
0.87,6.63,282.0,16.1,1013.84,si,Normal,16.18
0.92,3.22,230.0,1.37,1029.3,si,Cold,2.85
0.89,5.67,27.0,9.98,1010.72,si,Normal,12.09
0.96,14.26,210.0,0.32,1035.71,no,Cold,0.0
0.87,19.92,271.0,9.6,1014.43,si,Normal,17.22
0.82,13.72,194.0,8.45,1019.38,si,Cold,4.58
0.97,12.11,119.0,10.92,998.09,si,Normal,17.66
0.96,17.07,293.0,3.56,1011.19,si,Normal,7.66
0.23,14.09,31.0,15.83,1024.85,si,Normal,16.82
0.75,7.12,309.0,15.87,1007.37,si,Normal,7.24
0.72,20.54,290.0,15.83,1025.94,no,Cold,-0.53
0.92,9.35,192.0,16.1,1026.3,si,Normal,8.94
1.0,9.53,137.0,1.63,1007.89,si,Normal,9.01
0.31,5.14,105.0,15.83,1006.6,si,Warm,29.93
0.92,12.56,18.0,0.35,1007.0,si,Cold,1.07
0.7,11.38,113.0,15.73,1006.68,si,Warm,19.84
0.82,22.02,311.0,9.98,1009.24,si,Normal,8.89
0.35,4.91,149.0,9.98,1016.55,si,Warm,22.29
0.32,27.9,150.0,9.98,1015.97,si,Warm,31.11
0.77,5.2,176.0,15.18,1017.15,si,Warm,20.35
0.83,9.84,299.0,9.98,1021.41,si,Normal,13.85
0.99,8.52,201.0,14.41,1007.57,si,Normal,15.05
0.99,2.96,87.0,14.96,1016.19,si,Normal,12.72
0.47,13.51,80.0,10.35,1019.33,si,Normal,14.81
0.91,10.55,291.0,5.22,1018.87,si,Cold,4.1
0.78,10.71,136.0,15.83,1014.31,si,Normal,10.37
0.9,11.0,70.0,5.35,1026.41,si,Cold,3.53
0.58,9.48,31.0,11.27,0.0,si,Normal,16.06
0.65,0.0,0.0,9.98,1028.21,si,Normal,12.71
0.6,12.78,273.0,11.27,1014.88,si,Normal,14.93
0.69,25.76,160.0,15.15,1008.92,si,Normal,15.09
0.57,17.0,179.0,11.21,1006.18,si,Warm,27.08
0.89,8.87,157.0,9.98,1023.16,si,Normal,7.67
0.93,2.5,161.0,12.04,1019.9,si,Normal,18.28
0.26,2.53,356.0,9.98,1017.91,si,Warm,19.05
0.83,0.0,0.0,15.83,1025.27,si,Cold,2.04
0.8,9.06,150.0,10.09,1018.84,si,Normal,6.85
0.77,8.57,324.0,11.08,1019.92,si,Normal,13.85
0.9,3.38,347.0,9.98,1013.56,si,Normal,16.59
0.87,0.0,0.0,16.1,1014.92,si,Warm,20.99
0.95,5.96,223.0,10.22,1007.9,si,Cold,0.22
0.44,11.06,330.0,15.83,1019.32,si,Warm,19.22
0.9,11.08,10.0,11.21,1020.91,si,Normal,12.76
0.88,17.63,293.0,11.69,1014.2,si,Normal,7.84
0.78,10.85,357.0,15.83,1014.35,si,Normal,18.36
0.73,16.13,358.0,11.27,1020.61,si,Normal,14.92
0.47,10.08,253.0,11.45,1006.98,si,Warm,25.69
0.63,6.44,160.0,15.83,1023.03,si,Normal,10.97
0.85,15.33,191.0,3.86,1023.95,si,Cold,2.53
0.76,14.1,10.0,16.1,1029.55,si,Normal,6.69
0.93,3.22,340.0,6.12,1022.24,si,Normal,11.37
0.93,0.0,0.0,4.3,1016.41,si,Normal,11.07
0.61,28.98,290.0,11.27,1017.3,si,Normal,10.0
0.57,15.67,160.0,10.21,1011.95,si,Warm,21.18
0.86,6.44,256.0,14.96,1004.79,si,Normal,7.31
0.84,3.51,189.0,9.84,1024.01,no,Cold,-2.82
0.76,10.5,212.0,10.16,1032.72,no,Cold,-1.18
0.72,25.76,10.0,16.1,1017.3,no,Cold,0.0
0.28,9.13,357.0,9.98,1012.1,si,Warm,29.91
1.0,7.89,102.0,2.96,1019.31,no,Cold,-1.23
0.55,24.62,281.0,15.83,1022.3,si,Normal,8.82
0.31,5.1,139.0,10.35,1025.3,si,Normal,17.26
0.83,12.96,150.0,14.84,1018.87,si,Normal,6.47
0.93,10.95,5.0,3.57,1010.38,si,Normal,6.07
0.93,14.3,65.0,8.34,998.07,si,Normal,5.11
0.6,12.85,171.0,10.05,1013.08,si,Normal,10.09
0.76,14.02,150.0,15.83,1020.81,si,Normal,5.58
0.6,11.41,291.0,11.21,1013.26,si,Normal,17.78
0.61,18.32,309.0,11.21,994.86,si,Cold,3.91
0.86,16.53,40.0,11.27,1006.18,si,Normal,11.06
0.27,9.08,337.0,10.35,1014.0,si,Warm,27.57
0.85,11.13,40.0,16.1,1025.55,si,Cold,0.51
0.93,3.54,73.0,1.96,1023.91,si,Cold,0.88
0.26,33.81,150.0,9.98,1017.0,si,Warm,21.11
0.55,13.85,285.0,11.4,1019.13,si,Normal,13.01
0.6,6.44,290.0,16.1,1016.4,si,Normal,14.44
0.86,5.1,342.0,10.55,1018.68,si,Normal,18.76
0.55,11.27,350.0,16.1,1017.7,si,Warm,21.11
0.55,9.74,329.0,9.98,1009.95,si,Warm,22.24
0.63,4.78,170.0,9.98,1018.83,si,Warm,21.14
0.39,12.94,261.0,9.98,1015.7,si,Warm,22.11
0.92,34.42,330.0,6.3,1006.78,si,Normal,10.47
0.81,12.7,332.0,11.27,1015.72,si,Warm,21.16
0.81,19.72,329.0,14.78,1005.24,si,Cold,1.53
0.96,2.98,45.0,0.34,1025.7,si,Normal,5.58
0.89,12.53,341.0,8.05,1019.27,si,Normal,8.82
0.61,9.64,8.0,15.31,1011.29,si,Warm,22.68
0.28,12.65,330.0,9.98,1017.36,si,Normal,13.96
0.96,3.19,338.0,0.32,1017.23,si,Cold,1.08
0.79,13.67,41.0,15.83,1015.96,si,Warm,22.15
0.47,7.97,260.0,16.1,1014.2,si,Warm,26.11
0.39,8.95,48.0,9.98,1016.93,si,Warm,22.2
0.71,23.49,130.0,9.98,1022.66,si,Normal,11.16
0.83,5.99,29.0,15.83,1027.63,si,Normal,7.07
0.68,11.04,320.0,15.83,1026.87,si,Cold,1.99
0.89,6.41,259.0,2.54,1031.57,no,Cold,-0.69
0.65,21.65,299.0,9.98,1025.61,si,Normal,7.24
0.77,21.67,140.0,10.05,1018.41,si,Normal,9.93
0.87,0.0,0.0,15.83,1019.09,si,Normal,16.67
0.83,27.02,160.0,15.65,1012.54,si,Cold,3.77
0.83,22.54,310.0,11.27,994.3,si,Normal,7.78
0.77,17.71,270.0,14.91,1023.23,si,Normal,6.05
0.95,6.76,282.0,15.83,1016.26,si,Normal,12.76
0.47,13.09,61.0,15.15,1020.55,si,Normal,17.66
0.7,21.74,310.0,9.98,1013.58,si,Cold,2.71
0.75,7.7,331.0,16.1,1014.76,si,Normal,12.14
0.47,7.04,61.0,15.55,1016.67,si,Normal,17.87
0.89,14.25,38.0,1.11,997.72,no,Cold,-6.09
0.93,12.09,9.0,6.34,1015.27,si,Cold,2.02
0.92,20.67,8.0,3.36,1010.32,no,Cold,-3.75
0.89,20.62,30.0,6.2,1008.52,si,Cold,2.74
0.58,11.27,160.0,11.27,1002.0,si,Normal,16.11
0.37,27.5,10.0,16.1,1025.23,si,Warm,19.88
0.79,14.02,160.0,15.83,1015.41,si,Normal,10.62
0.81,7.58,159.0,11.13,1026.96,si,Cold,0.17
0.93,3.25,206.0,14.17,1014.95,si,Normal,16.84
0.93,7.7,76.0,5.96,1012.97,si,Normal,12.36
0.92,4.65,29.0,9.98,1007.61,si,Warm,18.93
0.9,3.04,78.0,8.18,1019.67,si,Normal,6.57
0.41,22.54,310.0,9.98,1015.7,si,Warm,21.11
0.9,4.86,333.0,7.24,1026.51,si,Cold,2.25
0.76,3.22,330.0,8.13,1026.02,no,Cold,-1.78
0.77,7.02,217.0,11.08,1019.04,si,Normal,7.69
0.99,4.6,250.0,6.2,1011.96,si,Normal,9.92
0.57,6.31,140.0,15.83,1017.9,si,Warm,22.16
0.73,10.64,11.0,15.83,1027.38,no,Cold,-8.77
0.72,16.92,301.0,15.83,1015.87,si,Normal,14.33
0.39,14.54,308.0,10.35,1028.33,si,Normal,11.0
0.72,16.1,290.0,9.98,1016.6,si,Normal,15.0
0.46,3.14,22.0,9.98,1009.91,si,Warm,25.88
0.94,14.52,99.0,9.37,1000.13,si,Normal,17.06
0.63,23.49,160.0,8.94,1019.25,si,Normal,10.89
0.96,10.8,270.0,6.3,1017.19,si,Normal,10.03
0.91,6.09,306.0,15.31,1014.71,si,Normal,14.31
0.95,11.35,334.0,14.72,1008.61,si,Normal,7.92
0.96,5.44,192.0,8.15,1007.54,si,Cold,2.78
1.0,1.61,280.0,0.16,1020.7,si,Cold,1.11
0.81,13.81,159.0,14.49,1013.01,si,Normal,8.22
0.58,10.95,145.0,10.35,1013.91,si,Warm,22.74
1.0,12.88,330.0,3.54,1013.8,no,Cold,0.0
1.0,9.48,51.0,2.58,1024.69,si,Normal,9.96
0.61,11.27,160.0,9.98,1016.16,si,Warm,31.16
0.66,26.44,20.0,15.18,1026.1,si,Cold,3.39
0.95,14.49,250.0,9.98,1011.78,si,Normal,12.7
0.55,21.09,339.0,11.21,1023.36,si,Normal,16.13
0.89,11.04,161.0,7.08,0.0,si,Normal,7.83
0.92,9.82,259.0,8.65,1004.0,si,Normal,9.62
0.79,17.1,230.0,11.27,1013.46,si,Normal,7.31
0.84,3.22,130.0,9.98,1015.18,si,Warm,18.82
0.85,9.84,3.0,4.96,1022.53,no,Cold,-2.26
0.74,3.22,0.0,9.98,1013.3,si,Warm,23.92
0.77,17.85,247.0,9.98,1011.87,si,Cold,3.29
0.81,0.43,9.0,8.42,1015.23,si,Normal,10.64
0.48,13.88,48.0,11.21,1020.53,si,Warm,27.84
0.24,13.67,120.0,9.98,1010.57,si,Warm,29.97
0.82,10.87,140.0,9.9,1011.87,si,Normal,16.57
0.84,10.19,162.0,11.75,1020.19,si,Normal,13.41
0.94,7.47,108.0,4.4,1010.59,si,Normal,12.15
0.93,8.05,10.0,3.7,1017.74,si,Normal,7.18
0.36,4.43,49.0,9.98,1025.39,si,Warm,25.99
0.71,22.88,160.0,16.1,1017.17,si,Normal,4.77
0.65,11.48,312.0,11.21,1011.33,si,Normal,6.04
0.51,23.23,9.0,10.58,1016.42,si,Warm,22.26
0.82,12.88,210.0,8.05,0.0,si,Normal,7.83
0.85,20.08,10.0,11.98,1021.84,no,Cold,-1.21
1.0,4.83,148.0,1.24,1032.61,si,Cold,3.84
0.93,14.14,319.0,6.34,1002.12,si,Normal,11.14
1.0,0.0,0.0,1.45,1007.5,si,Normal,15.0
0.33,26.71,311.0,16.1,1013.48,si,Normal,16.11
0.86,11.04,50.0,16.05,1009.01,si,Normal,11.69
0.87,14.02,160.0,7.78,1017.48,si,Normal,12.07
0.83,10.46,340.0,15.15,1017.52,si,Normal,17.58
0.29,10.18,305.0,10.37,1017.74,si,Warm,29.98
0.46,14.09,329.0,10.05,1014.4,si,Warm,19.77
0.93,10.77,242.0,9.98,1017.79,si,Normal,7.28
0.87,6.44,330.0,16.1,1015.4,si,Warm,18.89
0.63,21.35,171.0,9.98,1010.82,si,Normal,10.03
0.61,0.0,0.0,16.1,1016.6,si,Normal,12.78
0.52,14.49,220.0,11.27,1019.9,si,Normal,16.11
0.9,2.82,95.0,15.18,1015.75,si,Normal,15.07
0.91,35.85,21.0,1.06,1010.35,no,Cold,-2.8
0.44,3.22,40.0,16.1,1030.1,si,Cold,2.78
0.64,13.46,22.0,11.08,1019.03,si,Warm,18.98
0.56,8.37,125.0,10.35,1020.96,si,Warm,24.67
0.87,11.8,244.0,10.03,1025.3,si,Normal,7.13
0.53,15.65,141.0,16.1,1024.51,si,Warm,19.91
0.86,6.3,216.0,15.83,1020.14,si,Normal,7.97
0.87,2.45,220.0,9.98,1011.63,si,Normal,16.58
0.57,21.43,281.0,11.45,1011.79,si,Warm,22.24
0.4,10.71,0.0,9.98,1017.48,si,Warm,29.88
0.72,9.43,90.0,9.98,1008.25,si,Normal,12.93
0.78,0.37,167.0,11.08,1009.78,si,Warm,20.05
0.43,19.67,30.0,16.1,1018.67,si,Warm,21.07
0.55,10.63,0.0,15.83,1013.78,si,Warm,28.96
0.75,16.89,271.0,11.8,1016.08,si,Cold,1.64
0.36,12.8,168.0,9.98,1021.36,si,Warm,28.96
0.51,15.54,190.0,16.1,1011.74,si,Normal,17.29
0.88,5.59,275.0,15.18,1015.15,si,Normal,17.22
0.35,11.93,282.0,10.35,1014.98,si,Warm,21.12
0.97,9.1,352.0,1.55,1016.95,no,Cold,-2.23
0.93,3.65,255.0,16.1,1024.42,si,Normal,10.65
0.79,1.98,357.0,10.22,1005.29,si,Normal,13.27
0.85,9.08,122.0,4.59,1016.49,si,Cold,2.24
0.29,16.92,20.0,9.98,1020.32,si,Warm,28.84
0.48,20.01,70.0,9.98,1026.3,si,Normal,6.04
0.9,3.86,273.0,14.72,1016.52,si,Normal,8.43
0.95,3.36,290.0,15.83,1016.87,si,Normal,15.49
0.81,11.0,191.0,16.1,1012.26,si,Warm,19.38
0.92,18.92,313.0,6.84,1005.09,si,Normal,5.57
0.69,12.69,70.0,15.83,1021.14,no,Cold,-5.17
0.36,2.5,155.0,10.35,1021.94,si,Warm,24.04
0.83,12.4,186.0,9.05,1019.29,si,Cold,3.05
0.88,10.82,119.0,14.59,1011.09,si,Warm,20.42
0.6,33.63,159.0,9.9,1019.83,si,Normal,16.99
0.77,14.94,272.0,9.98,0.0,si,Normal,8.89
0.53,8.21,177.0,10.26,1019.46,si,Normal,17.24
0.32,7.58,149.0,16.1,1007.9,si,Warm,33.93
0.72,11.27,320.0,16.1,1016.3,si,Normal,12.78
0.69,20.41,299.0,16.1,1024.67,si,Normal,8.29
0.92,7.39,45.0,2.91,1006.97,no,Cold,-4.92
0.88,4.89,24.0,6.34,1022.56,si,Cold,2.76
0.96,6.21,322.0,3.2,993.92,si,Normal,6.09
0.9,9.89,324.0,14.17,1016.11,si,Normal,11.9
0.65,5.07,1.0,9.98,1018.35,si,Normal,13.67
0.67,3.12,247.0,16.1,1024.69,si,Normal,6.38
0.75,6.3,348.0,14.96,1015.51,si,Normal,10.46
0.91,1.58,159.0,2.61,1033.24,no,Cold,-0.52
0.33,5.38,192.0,9.98,1005.76,si,Warm,31.14
0.66,3.88,122.0,11.32,1028.11,si,Normal,12.15
0.88,12.74,309.0,11.08,1018.18,no,Cold,-2.22
0.87,2.7,287.0,9.98,1027.52,si,Normal,5.91
0.64,6.3,192.0,15.83,1016.09,si,Normal,8.39
0.96,7.45,163.0,6.2,1005.27,si,Normal,12.78
0.83,11.01,329.0,11.69,1023.51,si,Cold,0.87
0.41,10.61,121.0,15.83,1011.3,si,Warm,24.88
0.59,1.95,333.0,9.98,1020.84,si,Warm,22.11
0.69,8.15,293.0,16.1,1016.26,si,Warm,23.82
0.95,9.9,62.0,6.3,1023.2,si,Normal,7.76
0.35,9.72,222.0,15.55,1015.23,si,Warm,24.12
0.57,1.61,321.0,9.98,1014.61,si,Warm,22.78
0.68,5.62,98.0,15.83,1012.39,si,Normal,17.73
0.93,1.95,87.0,9.68,1015.1,si,Normal,6.18
0.3,45.08,140.0,9.98,1012.5,si,Warm,18.89
0.34,9.68,174.0,9.98,1017.01,si,Warm,31.34
0.8,6.39,309.0,15.83,1021.0,si,Normal,17.93
0.57,10.84,139.0,15.83,1012.75,si,Warm,20.28
0.56,28.69,330.0,11.21,1012.54,si,Cold,3.94
0.43,12.7,210.0,16.1,1012.85,si,Warm,22.18
0.74,5.1,307.0,9.98,1014.14,si,Warm,24.86
0.81,17.71,350.0,0.0,1020.3,no,Cold,-2.22
0.48,7.74,126.0,9.98,1018.97,si,Warm,23.91
0.85,13.43,190.0,8.03,1020.83,si,Cold,1.55
0.64,13.43,330.0,9.98,1014.99,no,Cold,-1.26
0.69,8.05,60.0,11.27,1015.7,si,Normal,12.78
0.8,14.76,310.0,15.87,1009.49,si,Normal,12.71
0.89,17.24,158.0,11.9,1010.92,si,Normal,7.3
0.94,14.26,43.0,11.4,1007.4,si,Normal,18.32
0.79,7.58,176.0,6.91,1020.3,si,Normal,8.63
1.0,7.76,129.0,4.33,1018.48,si,Normal,7.07
0.8,11.08,158.0,9.98,1020.47,si,Cold,2.17
1.0,10.82,109.0,0.76,1021.68,no,Cold,-0.67
0.74,16.7,259.0,15.18,1013.52,si,Normal,5.61
0.4,9.37,62.0,9.98,1014.44,si,Warm,24.9
1.0,13.65,170.0,3.46,1007.6,si,Normal,8.31
0.36,9.58,9.0,16.1,1013.73,si,Warm,28.86
0.4,15.84,1.0,15.31,1015.28,si,Warm,29.83
0.86,20.62,150.0,9.76,1017.92,no,Cold,-0.12
0.96,9.61,250.0,8.05,1017.23,si,Normal,12.64
0.39,2.53,189.0,9.98,1025.7,si,Warm,22.75
0.83,6.38,349.0,15.52,1015.32,si,Normal,12.88
0.77,20.04,141.0,16.05,1022.66,si,Cold,2.67
0.3,20.8,319.0,9.98,1011.96,si,Warm,26.92
0.93,3.2,39.0,14.68,1021.82,si,Normal,9.37
0.87,3.2,219.0,9.98,1009.27,si,Normal,15.12
1.0,12.3,170.0,3.88,1006.47,si,Normal,7.82
0.26,23.96,210.0,9.98,1013.11,si,Warm,34.82
1.0,10.88,221.0,9.06,1005.55,si,Normal,14.91
0.52,11.37,144.0,11.4,1015.93,si,Warm,32.09
0.37,7.89,315.0,10.37,1012.0,si,Warm,25.91
